Timestamp,Protocol,Source IP,Destination IP,Country
2025-04-17 17:37:13,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:15,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:15,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:16,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:16,UDP,192.168.1.15,224.0.0.251,Local
2025-04-17 17:37:16,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:16,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:16,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:16,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:16,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:16,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:16,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:16,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:16,UDP,192.168.1.15,224.0.0.251,Local
2025-04-17 17:37:16,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:16,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:16,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:16,UDP,142.250.183.36,192.168.1.29,India
2025-04-17 17:37:16,UDP,192.168.1.29,142.250.183.36,Local
2025-04-17 17:37:17,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:17,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:17,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:17,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:17,UDP,192.168.1.15,224.0.0.251,Local
2025-04-17 17:37:17,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:18,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:18,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:18,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:18,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,UDP,192.168.1.36,224.0.0.251,Local
2025-04-17 17:37:18,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:18,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:18,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:18,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:18,TCP,192.168.1.29,35.223.238.178,Local
2025-04-17 17:37:18,TCP,192.168.1.29,35.223.238.178,Local
2025-04-17 17:37:18,TCP,192.168.1.29,35.223.238.178,Local
2025-04-17 17:37:18,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:18,TCP,35.223.238.178,192.168.1.29,United States
2025-04-17 17:37:19,TCP,35.223.238.178,192.168.1.29,United States
2025-04-17 17:37:19,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:19,TCP,35.223.238.178,192.168.1.29,United States
2025-04-17 17:37:19,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:19,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:19,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:19,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:19,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:19,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:19,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:19,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:19,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:19,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:19,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:19,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:19,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:19,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:19,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:19,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:19,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:19,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:19,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:19,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:19,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:19,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:19,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:19,TCP,52.40.90.27,192.168.1.29,United States
2025-04-17 17:37:19,TCP,192.168.1.29,52.40.90.27,Local
2025-04-17 17:37:19,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:19,TCP,104.18.32.47,192.168.1.29,Canada
2025-04-17 17:37:20,TCP,192.168.1.29,104.18.32.47,Local
2025-04-17 17:37:20,TCP,104.18.32.47,192.168.1.29,Canada
2025-04-17 17:37:20,TCP,192.168.1.29,104.18.32.47,Local
2025-04-17 17:37:20,TCP,104.18.32.47,192.168.1.29,Canada
2025-04-17 17:37:20,UDP,192.168.1.1,192.168.1.255,Local
2025-04-17 17:37:20,UDP,192.168.1.1,192.168.1.255,Local
2025-04-17 17:37:20,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:20,UDP,192.168.1.29,192.168.1.1,Local
2025-04-17 17:37:20,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:20,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:20,UDP,192.168.1.1,192.168.1.29,Local
2025-04-17 17:37:20,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:20,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:20,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:20,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:20,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:20,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:20,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:20,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:20,UDP,192.168.1.1,192.168.1.255,Local
2025-04-17 17:37:20,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:20,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:20,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:20,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:20,TCP,208.95.112.1,192.168.1.29,United States
2025-04-17 17:37:20,TCP,192.168.1.29,208.95.112.1,Local
2025-04-17 17:37:22,UDP,192.168.1.36,224.0.0.251,Local
2025-04-17 17:37:23,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:23,TCP,192.168.1.29,35.223.238.178,Local
2025-04-17 17:37:23,TCP,35.223.238.178,192.168.1.29,United States
2025-04-17 17:37:23,TCP,192.168.1.29,35.223.238.178,Local
2025-04-17 17:37:23,UDP,192.168.1.36,224.0.0.251,Local
2025-04-17 17:37:23,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:24,UDP,192.168.1.1,192.168.1.255,Local
2025-04-17 17:37:24,UDP,192.168.1.36,224.0.0.251,Local
2025-04-17 17:37:24,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:25,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:27,UDP,192.168.1.3,224.0.0.251,Local
2025-04-17 17:37:28,TCP,192.168.1.29,192.34.20.166,Local
2025-04-17 17:37:28,TCP,192.34.20.166,192.168.1.29,Local
